V1,V2,V3,V4,V5,V6,V7
0.382102964639482,0.599942150481485,0.593056134489906,NA,NA,NA,NA
0.782927878183676,0.972477157747295,0.199351960627457,NA,NA,NA,NA
0.429163768342139,0.493022032904964,0.47877935276617,NA,NA,NA,NA
0.575878307255322,0.979412774091663,0.00311206674467404,NA,NA,NA,NA
0.500096844715501,0.472798903983289,3.12374955640212e-05,NA,NA,NA,NA
0.0408748880190306,0.508930644662329,0.46590906715695,NA,NA,NA,NA
0.0743138260252067,0.461526307697888,1.4950389536171e-05,NA,NA,NA,NA
0.00351559077235791,0.0226549700862746,0.00109616538249885,0.0087292234986039,0.00268511507320453,NA,NA
0.00360878263857708,0.0419078685158246,0.591881266076058,NA,NA,NA,NA
0.715283117111454,0.349400300638587,0.256698266670177,NA,NA,NA,NA
1.56852906400358e-12,0.636649343789724,0.822395286364456,NA,NA,NA,NA
1.60391118303513e-08,0.0953067861611567,4.72116127640575e-08,6.67006089657999e-08,1.9611683549603e-07,0.720989614201357,0.720989614201357
7.41378449241348e-08,0.0334389649067869,1.0038015666761e-13,7.35265723545997e-07,1.02368738053674e-12,0.647307147437586,0.647307147437586
2.62852768135467e-12,0.0103381443817226,0.000196114715856648,2.55344661531881e-11,0.12734746605223,0.00196542630657802,NA
4.23241229160851e-08,0.0692202016604834,2.30981525675235e-24,2.10364850709423e-07,1.28375361861024e-23,0.581362806968594,0.581362806968594
4.74565925339559e-11,0.0194382387222389,2.14369313406256e-23,7.94388107151317e-10,4.03829431732898e-22,0.684530902153457,0.684530902153457
1.65032811159147e-07,0.00757567371269507,6.0157144830494e-15,4.18925714444839e-06,0.311188985245002,1.58164951560721e-13,NA
4.95875587615686e-12,0.0306466639074814,6.17609026624696e-12,5.94091070443955e-11,7.39462856141985e-11,0.866243038793786,0.866243038793786
1.63107105757036e-10,0.306614896009376,2.38388843493435e-13,1.65660238291866e-10,2.45240411105799e-13,0.295668878417482,0.295668878417482
1.50576036109628e-08,0.0821411206920414,8.60293314491583e-13,7.5922680288588e-08,4.42953351818563e-12,0.986478938956437,0.986478938956437
5.20575002379887e-32,0.476353323471512,0.00303301553185924,5.45217003956208e-32,0.0027863681896745,0.410365707783648,0.410365707783648
2.38572847354847e-21,1.89807591682434e-05,2.77089545014748e-25,3.8071748501614e-17,0.688776685111058,4.9037199381809e-21,NA
4.46458287743504e-24,2.40497902280052e-05,1.90899794571592e-32,5.56635567215909e-20,0.576935382958592,2.98749782025022e-28,NA
1.31143497913077e-35,1.71204664290953e-05,5.08044465025217e-20,3.70027552156101e-31,0.846974432009987,9.27829227562795e-16,NA
5.79464296295596e-31,1.82749567258174e-06,2.65485157322082e-25,1.42235844654765e-25,0.926168881977786,5.38717773152629e-20,NA
3.75621272419889e-24,1.51737627383458e-06,5.19998744671079e-38,8.54433727623335e-19,0.783081276999827,1.91028387111123e-32,NA
2.34540230870279e-27,2.72905536229118e-10,1.09398030434407e-56,3.84248832074768e-18,0.998451545592275,9.72236227728643e-47,NA
2.17277459883781e-22,3.29928240815571e-07,6.87992349510145e-39,2.17345355219842e-16,0.799306785627159,1.2875848753148e-32,NA
