V1,V2,V3,V4,V5,V6
0.224701898118513,0.0241690301923798,0.106024625719136,NA,NA,NA
0.276151381978417,1.38319698742827e-07,0.521494463344198,NA,NA,NA
0.0490726793416705,8.5498172725954e-14,0.3092130311527,NA,NA,NA
0.591060936423371,1.2617433933472e-35,0.238406995622832,NA,NA,NA
0.164509855096485,2.05555097719571e-51,0.170778026717739,NA,NA,NA
0.0139331562984161,1.21089380057452e-75,0.210595485495968,0.0169876823265142,2.67754469944178e-75,NA
0.410391393454739,1.63771760778879e-99,0.463262033787381,NA,NA,NA
0.23792616052616,2.61748773093691e-140,0.736359564979784,NA,NA,NA
0.533836679804548,6.44399585325737e-171,0.29494415333904,NA,NA,NA
0.587568862503387,4.37094425454161e-222,0.572842154923112,NA,NA,NA
0.00037890176647943,0.210863193489319,0.210514622668531,NA,NA,NA
3.5429332648588e-07,5.32076913196561e-05,0.162691492400244,1.00290669690581e-06,0.000149659716880156,NA
0.00199033459674043,2.57275541865485e-21,0.953945051037091,0.000302689826078563,4.31680906124466e-22,NA
9.78337541338917e-09,1.36224129481809e-38,0.00218874100363444,1.15623301885577e-06,3.41258560920631e-36,0.4983050701489
1.02050203439075e-05,2.3952019544379e-64,0.000608617257551165,0.00571900481786671,7.29427720228648e-61,0.843493531858634
0.000130583936423327,6.21838986347444e-74,7.03861901662201e-05,0.245920711527543,7.23551059230647e-70,0.114389504996452
7.99765466282454e-08,1.09392695498937e-96,2.99168286015269e-06,0.00835478317198139,1.01587709748916e-89,0.690331130074794
0.00710523308523199,7.35174344351839e-129,0.0138157929511072,0.272630265808289,2.2371146077986e-126,NA
3.44705604276266e-07,2.23665248681255e-191,6.02554830603344e-08,0.908838112966133,1.04155077894031e-180,0.0700941278614774
1.00389994727457e-07,1.83399985013924e-209,1.11607630192981e-06,0.0298398640202717,2.499788807215e-199,0.652455510486539
1.8749987484349e-16,0.827894772709245,0.268486466441552,NA,NA,NA
1.47258469980177e-21,2.17348967438166e-05,0.0172383886279004,3.68920369537324e-20,0.00044180447124444,NA
2.83440111897343e-13,1.7068940483436e-14,0.00946591074062912,1.05301531375311e-11,6.48848099366907e-13,0.713978624745438
5.96070784439606e-15,1.55254409040076e-39,2.97243974849141e-05,4.66803253021284e-11,3.52426157712821e-35,0.382279535115859
7.36207077583872e-12,1.01335212856211e-54,0.000607938247789372,4.66148823496325e-10,1.82006370122029e-52,0.0441542739436755
4.86183581830369e-19,7.23588094973101e-78,2.73614952361432e-12,7.23401801178978e-08,7.40264276936728e-64,0.826425476528703
6.08369452601147e-22,1.43877637603031e-84,2.63467245813958e-12,8.1293219656412e-11,1.95309202138398e-70,0.369184774954307
4.10226649530801e-20,1.56686983658552e-128,6.43173616983829e-14,1.73321947051276e-07,3.77937308660317e-110,0.348591491070174
1.87815682978494e-13,8.0250286995394e-172,7.78066765113767e-12,0.00822202907266424,2.91053358356384e-154,0.806496049594202
2.669547961501e-13,1.20460388935387e-204,5.27036115100621e-12,0.0183944929004512,1.82582861701037e-185,0.897755822371198
7.04739003251954e-37,0.84770673389625,0.730562280434217,NA,NA,NA
1.14548290401802e-38,3.05754193846576e-10,1.01722438603336e-05,9.75731023206815e-34,7.33855851140326e-06,0.512613227074696
7.12741107127011e-26,1.24529647043665e-14,0.000234225157224356,1.44658429962011e-22,1.70994122389329e-11,0.680230341176289
1.4629198686121e-33,2.33518459857915e-29,5.37466878372096e-07,5.54899632209932e-28,6.97069510825577e-24,0.0909333850839502
1.89213714003758e-37,2.5836923245974e-54,1.00718249315089e-19,4.34206341251847e-18,1.21829160147537e-33,0.314159534471497
5.47329000909414e-26,2.24968309445756e-81,4.41451240115353e-16,9.45970997848163e-11,1.33257245918247e-62,0.966855441074748
1.67084582101739e-28,3.17882204972682e-90,4.52680251756455e-23,3.35467959696988e-07,1.37030513301386e-63,0.0572119245627161
1.10509246295815e-35,5.24937836661874e-129,2.02224289796718e-32,1.95626838621327e-05,6.76963736023264e-88,0.0219568200128642
8.39578687428431e-26,4.57308786242478e-181,4.45017446224273e-21,8.68948185392856e-06,7.31959670619501e-149,0.648898110292496
1.15753381923531e-27,3.24334653109594e-208,2.08908496713329e-25,0.00186851700374005,1.9232386217056e-167,0.483511898764824
2.03224942094456e-57,0.62268913204147,0.5771929757025,NA,NA,NA
1.30546159995558e-61,3.62743974559696e-06,7.82298223206567e-06,1.3512605543953e-56,0.0490681572849321,0.118696947401655
1.61225636398067e-56,1.40772564366727e-15,2.66751169448772e-10,4.49949272331016e-46,1.04279238115985e-06,0.304695515425808
1.14139909674725e-54,3.16615304045636e-29,2.58984074779533e-14,1.52620175764973e-39,1.46736011435916e-15,0.897795223763337
1.43157251937949e-44,3.13452768826985e-57,6.22146612601715e-20,3.34891897125829e-24,7.52068544588003e-36,0.916370575470601
7.17912453803203e-41,9.51818772236912e-80,5.24817038571387e-20,4.10176467590672e-21,5.91008772597334e-57,0.200220982176938
1.291117246437e-35,5.19758314848657e-95,2.08289332184778e-23,1.36189819210291e-12,1.4964783112084e-66,0.817577180834873
1.30662645354358e-47,8.38311895081214e-146,2.83199600547264e-32,2.22686720786068e-15,6.06949861233678e-102,0.171525690321836
5.04402903419757e-54,2.28395271770342e-168,1.95581942991714e-41,3.63690729852311e-12,1.31815357018572e-109,0.714747866670677
4.82365086333693e-50,2.1070228611214e-212,1.90793795285792e-41,8.53099977317945e-09,9.35272516324011e-148,0.602431905954967
1.70747845357644e-70,0.404447308824625,0.669126182459783,NA,NA,NA
4.57066772922366e-77,0.000220987806340083,0.00178522139804427,5.37397738782929e-74,0.0468466009488183,0.729188880193105
1.24353643754192e-76,2.19084604533695e-13,4.81957589397762e-09,1.19494166998325e-66,1.40114965732882e-05,0.776368233671854
1.03823294607087e-78,4.78916293863872e-31,2.41316777470548e-17,1.1339177056187e-58,2.69460326827136e-14,0.675859329658434
1.37132266170927e-67,7.78896009300798e-68,7.39514805217387e-35,3.18132549043078e-30,1.94702843157273e-30,0.245882816321348
5.87468453200261e-70,6.80550605973629e-74,9.97088851819288e-38,1.74523997353e-29,7.27643306461671e-33,0.2415739924417
8.13222398887706e-90,7.5572831279513e-86,6.99990203346891e-48,2.4037135528695e-36,4.61964676927509e-33,0.358393866090581
3.5584141304618e-75,1.99438590191908e-142,1.04677751525767e-50,1.47134626351164e-21,7.13169056983414e-77,0.603057195330518
1.17938327610522e-75,3.34353559803159e-167,2.65963578944101e-61,3.98756821301247e-13,5.79689292994942e-86,0.225305437764872
8.11999085403567e-67,3.17175844668211e-223,4.74989315662685e-56,4.1365728842507e-10,1.59695426318897e-137,0.858610417043543
3.41040830655001e-84,0.267176182476451,0.242065370299097,NA,NA,NA
6.13552886188873e-104,1.63489691168433e-05,0.00033691291333115,1.56281841988113e-99,0.0176389923199718,0.915097879825445
5.03625143818837e-91,5.33916401016315e-20,3.45785990473398e-13,3.05147025932265e-75,6.77454496697214e-08,0.921814888391593
1.51288802739544e-97,1.48253061907376e-31,6.83243245793954e-22,1.04427246354621e-70,2.34281204517569e-10,0.653431214203958
1.08381956528866e-83,9.46938155495173e-50,2.14518542226919e-28,1.04599759869292e-50,1.64342586707728e-20,0.92929714228183
2.7351036435677e-89,1.52897666917577e-67,6.96478229364461e-36,1.094791958525e-47,6.95658721374439e-29,0.702644535081453
1.65828697911431e-104,3.70451228768312e-107,1.08458920163856e-58,5.85797771310837e-38,4.49378587192624e-40,0.702280777258972
3.6236826004507e-95,1.74707018478144e-139,5.04984106513422e-63,1.16592444638555e-26,1.37629146258414e-61,0.926686728392651
2.47678637382551e-84,1.41505286017407e-164,8.50060918058783e-62,3.32198280414857e-19,7.15132915864406e-83,0.992835432020374
6.8970632343533e-81,1.99982162793036e-217,8.83212673501126e-62,4.70512201131286e-17,2.05120666318269e-126,0.129232086897989
1.04107328728064e-129,0.884053962379126,0.853733087719915,NA,NA,NA
1.67420290750633e-128,2.04945409509832e-06,5.64671442451269e-06,2.3841693789652e-121,0.11686216414579,0.452635826113594
1.07800698477611e-143,7.77128093139239e-18,2.11704971720924e-12,4.58282417308653e-127,5.45374042946519e-07,0.184039656252304
3.99308748501784e-150,5.09219916287663e-41,1.30426184604822e-32,8.63813014079893e-105,7.49481116150414e-09,0.727649185838853
1.41630196479391e-153,1.00517386082845e-63,1.18409810245455e-50,2.08147967290114e-86,2.13822046245409e-12,0.322667931284539
5.23054214016503e-139,8.17612834615898e-67,3.39618232532228e-44,2.07417762940058e-81,1.27705436421947e-20,0.375112690642527
4.90439727642638e-142,1.00378517181677e-92,3.49706287899338e-56,2.56557642778569e-71,2.13829916923409e-31,0.119254983294201
1.02104229122112e-143,5.54136112460985e-141,3.60544589461415e-79,6.04299006914689e-50,6.89960497447124e-48,0.253476317656437
1.97661996598054e-146,5.04051504976356e-178,1.22240406005675e-93,2.34369135550274e-39,3.39697791713667e-62,0.320091990507397
7.60594295553026e-141,1.26351191745041e-219,8.51334834631783e-111,5.15943590129316e-22,2.06088753856833e-76,0.381115571253799
4.14029033303171e-173,0.191491265155106,0.160175334998443,NA,NA,NA
2.30255438952634e-181,0.0012897070754053,0.0002964385125763,7.65674675953379e-177,0.69748697824746,0.091563111426842
