V1,V2,V3,V4,V5,V6,V7
0.00183624921495835,0.854405122975181,0.69018102566861,NA,NA,NA,NA
0.0883948434546306,0.106179123676414,0.722239868247443,NA,NA,NA,NA
0.117255947531781,0.472994359908172,0.58642306755749,NA,NA,NA,NA
6.5194364801903e-05,0.643955303674933,0.107651583076028,NA,NA,NA,NA
0.386564714318722,0.795323287957496,0.570321419154834,NA,NA,NA,NA
0.0497196983314497,0.984677529430763,0.112728006046277,NA,NA,NA,NA
0.91976437247417,0.163505879594993,0.0057120338057086,NA,NA,NA,NA
0.397631026863361,0.113255035196194,0.194860948241918,NA,NA,NA,NA
0.247320832766582,0.828870355402645,0.0116174252824948,NA,NA,NA,NA
0.027715252502858,0.892763525315361,0.291312333257018,NA,NA,NA,NA
1.45249658505412e-15,0.244952629936221,0.656996471356065,NA,NA,NA,NA
6.40820223161553e-20,0.46430993593938,0.596916108966242,NA,NA,NA,NA
1.39426292395035e-10,0.239531812400927,5.36565708146315e-06,2.80124227967727e-10,1.07779851014063e-05,0.780931273092092,0.780931273092092
8.23753104225249e-19,0.288486054694265,0.111306043421877,NA,NA,NA,NA
1.68357042881218e-08,0.00937166409240592,3.26103853741006e-14,2.26551824060201e-07,0.182109618038821,4.37917755271034e-13,NA
3.49169720093558e-15,0.492703870283085,3.67976029220744e-06,4.13015717941787e-15,4.27286541141977e-06,0.649113534897908,0.649113534897908
1.17392567109624e-14,0.244465568809549,8.45476156058447e-11,2.25439037312456e-14,1.61029437748766e-10,0.69626850135167,0.69626850135167
2.8734909677084e-22,0.153574988495841,9.59179730110346e-05,8.33532803206644e-22,0.000274329614529077,0.776224040467595,0.776224040467595
1.1730412803127e-10,0.673892361956127,7.25643468199597e-12,7.9897578648294e-11,4.95739851589883e-12,0.32752541135796,0.32752541135796
1.44657868972363e-16,0.229420068865951,0.000660971663474523,2.97337514878718e-16,0.00136160198637474,0.728704987994777,0.728704987994777
3.90467182511475e-46,0.571980486749966,0.854973535596768,NA,NA,NA,NA
3.20271032245203e-44,0.131858694875266,0.12635460947256,NA,NA,NA,NA
2.340337899886e-58,0.00701689884639227,1.65569690563446e-05,9.95561990781973e-57,0.438470909081931,0.000578301510070024,NA
1.34569596011512e-46,0.211502683221966,0.0114038679184879,NA,NA,NA,NA
1.74312066560818e-57,1.98728907978666e-16,1.47011137030142e-38,1.17220586660324e-43,0.00467446343382,4.50754000121567e-25,NA
6.13348091651788e-52,0.000106364500500557,3.8577102406552e-11,1.16886991871404e-48,0.279037521607593,5.10633525652382e-08,NA
1.13833557585336e-51,2.98749014981812e-09,2.74446757641059e-46,1.8050889272581e-43,0.904206308095149,3.77935230608795e-38,NA
2.12430658733813e-55,0.0211535087389042,1.58152163282765e-12,2.40124489666197e-54,1.46313841857145e-11,0.30315382020471,0.30315382020471
1.19153100992686e-65,1.43416529347496e-09,1.20710384060573e-34,5.77444538102853e-57,0.807828768010759,2.53668932968697e-26,NA
6.43938732016469e-49,0.000520509477129881,1.8272686786951e-13,4.23135344706403e-46,0.720558097847991,8.84765992322122e-11,NA
3.26039978512417e-107,0.088953381874909,0.535042057400658,NA,NA,NA,NA
2.867013644233e-112,0.864600453371599,0.581992733194239,NA,NA,NA,NA
1.14983479388747e-110,7.07709454975093e-05,0.00264271090558522,2.01573302548011e-108,0.00695310278702895,0.454343346231828,NA
4.59015816548305e-116,4.61457139063973e-05,0.0165339586661109,1.68960101503193e-114,0.000989326803319096,NA,NA
6.45823503059774e-110,1.32128712045532e-34,9.69625931243321e-50,9.47154526415443e-79,3.66076849737533e-06,6.93850819862295e-21,NA
1.20212331726372e-105,4.35357207330948e-10,1.41521713849119e-17,1.84759372161184e-96,0.129405886339253,2.25730957462782e-09,NA
2.80544447189045e-109,7.05509583281914e-26,1.04917094612653e-64,1.64813985087755e-82,0.288283335105022,1.9516177567625e-39,NA
7.4590106565784e-104,8.35920986756641e-14,1.54350646275716e-35,4.42107138997942e-90,0.700947665185994,5.81606961519427e-23,NA
5.97121475890991e-109,4.19286999294046e-22,5.00364880886434e-66,5.44668347545805e-86,0.877373732219337,2.58954072084684e-44,NA
2.64975660072026e-107,3.08016427226016e-19,1.4087076295204e-32,4.39853435642749e-89,0.0109081322575693,4.8705285677022e-16,NA
1.0185093807887e-159,0.948173264970088,0.938600595829303,NA,NA,NA,NA
2.34912149630956e-164,0.493113248009396,0.762484933473466,NA,NA,NA,NA
1.3075742188756e-174,7.33223945614485e-07,0.421018620647255,2.05496721174108e-178,3.76628208635662e-10,NA,NA
3.06180303844852e-177,0.0100659330499868,0.13820220784136,1.54599070565695e-176,0.0305086578727744,NA,NA
1.95224391977089e-187,2.97815566194329e-67,2.22844304173372e-52,6.79020323017487e-133,4.54739997638378e-20,6.34492748394341e-06,NA
6.73312613375779e-156,2.00323420821883e-23,8.3375631007401e-34,9.85397270585387e-132,0.0111622062796707,4.52453377812854e-13,NA
2.91939603600034e-167,2.3228623742164e-54,5.02442227703371e-98,2.6043315576151e-108,0.0110247940966724,8.61914245263331e-44,NA
1.5221416923328e-165,1.16396792290657e-33,8.03432007676521e-56,6.55494223282273e-129,0.034524151550491,7.55625866153973e-24,NA
1.61837809167592e-167,5.63841903620627e-54,4.86828326872766e-90,8.20121815139309e-110,0.00170761809990252,1.69194527894841e-37,NA
1.56936024523952e-159,9.6530267209024e-21,1.88976590571709e-30,6.63536862493835e-138,0.0297732983461748,4.7034865151565e-12,NA
3.56567581935535e-244,0.851691753575965,0.823816028984562,NA,NA,NA,NA
9.56894211770517e-224,0.36040984826265,0.565334765956118,NA,NA,NA,NA
4.83593787609763e-246,0.295348620861956,0.0296131874745766,NA,NA,NA,NA
2.29191553931988e-236,0.0685905391318995,0.407252817214467,NA,NA,NA,NA
1.63522432726236e-248,1.36626590913258e-57,3.13688050764598e-33,9.73997612757107e-208,5.5751796203128e-25,0.761912437792969,NA
8.2419886359602e-242,1.24839276848507e-28,3.1164497665209e-15,4.37271320827874e-224,6.09416570707174e-15,0.291271831171429,NA
3.06784102304742e-226,5.76749482742162e-118,9.8923903501918e-114,3.67512811869006e-118,2.19765870135762e-22,1.25581726122412e-18,NA
6.62701780034581e-244,1.02993720192579e-56,1.39907590734684e-51,2.30854262117418e-187,3.24971169071143e-11,2.74842446485095e-06,NA
4.39763115884786e-240,6.86569365017495e-115,1.47925237368681e-152,1.3242047689939e-118,2.72467550402405e-09,3.07762713904867e-42,NA
1.21341518649769e-248,2.41278677725688e-42,1.4410080247454e-47,4.99508555829609e-201,8.92835007120875e-05,7.08357709715622e-10,NA
7.20580345027672e-286,0.383438001629388,0.301398980868116,NA,NA,NA,NA
0,0.578803588148534,0.805681993945114,NA,NA,NA,NA
5.81822669699413e-292,0.676646887953257,0.106779131059718,NA,NA,NA,NA
1.00661536391636e-299,0.0221005762582828,0.606875476209116,NA,NA,NA,NA
1.45284111156242e-294,3.47109343357092e-43,1.57377349976548e-11,2.71762400299244e-299,6.1783428393661e-47,3.4511019214937e-15,NA
0,4.08470431901904e-20,8.22118331889265e-06,0,7.53424993077566e-24,1.44219834122329e-09,NA
0,5.38769245122969e-149,9.75446863405971e-97,9.45874482146293e-194,4.9080450146384e-48,0.246985484819401,NA
0,1.01393311221803e-76,3.37148833324205e-57,4.64049423165908e-256,3.2816846137926e-20,0.146704153151776,NA
9.32152068529477e-293,1.09131548674517e-160,3.74087562143495e-168,1.22559072489782e-131,1.44469832094189e-20,7.61625025588132e-27,NA
0,4.59876984024827e-83,3.6684791791353e-81,8.31049695125337e-227,1.01108963386828e-10,5.76578823616718e-09,NA
0,0.688905615844606,0.525459513456011,NA,NA,NA,NA
0,0.0712657496690854,0.0615089238044708,NA,NA,NA,NA
0,0.0337583489192256,3.09264366923798e-05,0,3.01380910846171e-07,0.000256681352937788,NA
0,0.00125630559788609,2.7697154434604e-06,0,0.0255663699280142,4.82189464385182e-05,NA
0,0.000853503844600964,0.335975701147167,0,5.90937881202408e-21,NA,NA
0,0.00167606712533854,0.960386957832803,0,7.91397361498729e-13,NA,NA
0,7.0889997892032e-110,2.74835533216165e-50,0,1.45420709477206e-77,2.40543074376837e-20,NA
0,5.18692948185095e-37,7.07595390879578e-18,0,3.88383533637754e-29,3.72909431108201e-10,NA
0,6.11319277202854e-234,3.33966068473314e-158,2.56360560627169e-261,5.77712323710541e-64,0.376063242671122,NA
0,2.60701383893245e-89,2.77234819939475e-69,0,6.07439970867123e-20,0.720028682676321,NA
0,0.182567093412562,0.329403467607469,NA,NA,NA,NA
0,0.0323577546461237,0.0535285603352325,NA,NA,NA,NA
0,0.000244458606420051,0.019719044628347,0,5.27949618131629e-05,NA,NA
0,0.0277443634934432,0.112661096757002,NA,NA,NA,NA
0,0.546934592452244,0.206630736182938,NA,NA,NA,NA
0,0.636321954250694,0.812660073849953,NA,NA,NA,NA
0,2.4754333909881e-22,2.55299564263339e-05,0,2.56500635752245e-57,9.81729786503144e-40,NA
0,1.07636202846978e-07,0.0265149148616842,0,5.28519225008928e-19,NA,NA
0,3.73309813306401e-159,1.04167434258955e-85,0,2.205618924054e-95,2.1926658125564e-27,NA
0,1.0203053946381e-68,2.81555477300604e-44,0,9.45945659543122e-31,2.36826872621151e-07,NA
0,0.565445884310853,0.516874940718054,NA,NA,NA,NA
0,0.911464044056208,0.841467366372545,NA,NA,NA,NA
0,0.259547473356231,0.978181839901163,NA,NA,NA,NA
0,0.482308833875484,0.559721364084648,NA,NA,NA,NA
0,4.37836971545274e-21,8.61227579902902e-33,0,5.36122135079477e-09,1.39145093630766e-20,NA
0,1.09723174655748e-10,1.8830866579035e-15,0,0.000856819403164893,1.24176465321885e-08,NA
0,0.837478844384629,0.253650603089751,NA,NA,NA,NA
0,0.390211036859792,0.450699602772722,NA,NA,NA,NA
0,3.41944558123845e-59,1.0810737741162e-27,0,1.00386310256918e-77,1.64669514261947e-45,NA
0,3.4301346672369e-30,3.12800250325439e-18,0,5.8507355676215e-23,4.43252754315778e-11,NA
