V1,V2,V3,V4,V5,V6,V7
1.86590204269528e-57,6.10499915756147e-12,3.28253317823516e-55,2.11141606324015e-46,0.990437732376992,3.435009536058e-44,NA
5.11946539729045e-178,1.60170632305633e-78,8.63646796043586e-192,1.94021715284999e-91,0.624852141920431,7.19393300884029e-104,NA
0,2.56213309295747e-178,0,4.98158754336722e-110,0.261451256643375,4.44716976632528e-133,NA
0,2.14005826899491e-224,0,7.43982745220665e-154,0.000180715537405475,2.58820465827184e-189,NA
2.41545724801217e-25,7.00566923822349e-15,0.000108970700018619,8.93817493116041e-33,3.0247359286452e-22,4.2418060529651e-12,NA
1.48647791565937e-82,0.00223747550946971,4.10353536844571e-09,3.30876005409332e-80,0.890165185846098,5.31539024030517e-07,NA
9.5423907059233e-145,2.09249304100398e-39,7.91586801136542e-53,1.82625834729645e-106,1.03715357036804e-05,1.04957315967621e-18,NA
3.24867424793845e-225,4.13239519960337e-137,2.83821312474442e-152,1.05405686770921e-96,1.09997967197867e-20,8.86655330258538e-34,NA
2.73057168476154e-13,1.14484327681714e-30,0.285392953323056,1.39447061618612e-13,6.01937478378901e-31,NA,NA
3.49321413422434e-48,4.84164761228626e-07,0.374944524572972,1.08257524585517e-50,1.65702031298388e-09,NA,NA
1.59953069172519e-101,0.00318126364247249,1.19769769729076e-22,3.03084037506182e-102,0.000534434643053408,2.26371277825122e-23,NA
3.84566379567698e-165,7.93353021134366e-51,3.47667774560142e-46,1.12144784733179e-121,4.72175840753143e-13,1.40283504113569e-08,NA
7.6700035329109e-06,5.56148580665555e-39,0.000480306469707394,1.25236512946478e-10,7.65193638741521e-44,7.10384747303088e-09,NA
2.79463882692886e-26,9.79151805646024e-21,3.03051076407131e-08,3.8944160015447e-21,1.27183700243889e-15,0.00488788211074312,NA
1.17551160938446e-63,1.3640166012688e-06,0.0119231227446216,4.21075177909411e-62,3.74834918508789e-05,NA,NA
7.67179501076355e-100,0.18471046438452,0.977500393557925,NA,NA,NA,NA
3.90532777080444e-06,8.33640801606784e-40,0.309809801384667,4.20564732407317e-08,8.9107536120844e-42,NA,NA
1.15617037822774e-15,3.02118517541205e-34,0.976109760422236,6.29750626036601e-18,1.54953599893321e-36,NA,NA
5.14963352462885e-30,8.4696130158102e-22,0.0897104154649837,2.65283969955952e-36,4.91274890806227e-28,NA,NA
3.05463129354945e-82,9.78081173200254e-06,1.8833830222764e-08,4.28913485791409e-78,0.0967530173415129,0.000123623104161244,NA
4.2044555964512e-26,1.54620203463221e-33,2.42213253167295e-75,1.22823946511936e-07,5.67233675747332e-15,9.23340702194408e-56,NA
9.70190693398657e-83,8.74381161765591e-44,7.66572344287161e-250,1.18496419407848e-38,0.316997987444334,1.97404320671487e-196,NA
2.14459890306477e-169,1.07777513942513e-86,0,1.52077955725077e-81,5.36950683152613e-07,2.97392800600617e-268,NA
1.49233410942708e-226,1.30452093223843e-106,0,1.03777024819705e-130,4.73030972583423e-23,0,NA
9.04932654067995e-12,0.0738695962840567,1.19952954319961e-28,4.19586341682799e-11,5.88327159532631e-28,0.599030114005334,0.599030114005334
3.78305777195382e-57,5.47331675636642e-14,3.61681344673469e-96,1.54104805634684e-44,0.122864915066239,7.04523383619982e-83,NA
1.07409277605588e-123,4.14032334992781e-48,2.50162428893239e-157,1.38508368461065e-72,0.734682031332733,3.99038048978509e-104,NA
2.88318078426134e-168,2.97629591606403e-75,2.49451299359077e-219,4.45558588587968e-86,0.369952998758719,2.20362132288422e-132,NA
1.16376565086395e-12,3.47289907669862e-09,0.0609339237617106,2.51770771146505e-14,7.40670873890085e-11,NA,NA
7.32881684021558e-36,0.246595085429276,8.94272181299571e-26,4.87229382193184e-43,7.12802396254003e-33,1.04502157508515e-08,NA
2.82619132417753e-76,7.11641211045751e-07,3.02803758254079e-28,1.82589065931217e-70,0.409572862847502,8.06624517957519e-23,NA
4.4706190643797e-108,1.41405384846414e-21,8.67939443229661e-67,9.78157270897836e-86,0.730003569209463,1.28720710708812e-45,NA
0.00024481914966181,1.30777024349976e-22,0.017396639420164,3.86079969161438e-06,2.28738063881478e-24,NA,NA
1.94038811066091e-26,3.86464345771388e-10,2.86459385411411e-07,3.50247558896378e-34,8.60093527618096e-18,6.20402048505424e-15,NA
3.12179936147751e-38,0.0460386578455251,8.20213115970946e-07,1.57791090719703e-41,4.53829471355941e-10,1.73586480470649e-05,NA
7.96032697230194e-72,0.488224042097526,1.12302231449394e-17,3.02351994529001e-76,7.36202289334937e-22,1.21365778365267e-05,NA
1.21744213370478e-06,2.53913856366111e-36,7.82181467375938e-06,0.000601127691927475,1.32374093734053e-33,0.00413985529032715,NA
2.23267828860185e-13,1.43625638317455e-28,0.657783876898316,2.21157751415205e-14,1.4288046815965e-29,NA,NA
3.19938752927736e-26,1.97753816040223e-15,0.805417450978044,1.40473413013072e-27,8.73470974210255e-17,NA,NA
4.33529278499685e-57,0.0300709871509135,1.7947322030274e-08,4.24783189721132e-63,3.16311546946069e-14,3.46691257180369e-08,NA
